product_slug;color_slug;image_url;is_primary;display_order
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-negro.jpg;True;0
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;azul;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-azul.jpg;False;1
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;rosa;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-rosa.jpg;False;1
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;naranja;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-naranja.jpg;False;1
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;azul-marino;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-azul-marino.jpg;False;1
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;cardenal;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-cardenal.jpg;False;1
jerzees-r-dri-power-r-active-long-sleeve-t-shirt;arena;/media/product_images/ropa_y_bolsos/polos/jerzees-r-dri-power-r-active-long-sleeve-t-shirt-arena.jpg;False;1
district-r-very-important-tee-r-v-neck-with-full-front-print-and-back;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-v-neck-with-full-front-print-and-back-azul-marino.jpg;True;0
district-r-very-important-tee-r-v-neck-with-full-front-print-and-back;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-v-neck-with-full-front-print-and-back-azul-real.jpg;False;1
district-r-very-important-tee-r-v-neck-with-full-front-print-and-back;negro;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-v-neck-with-full-front-print-and-back-negro.jpg;False;1
district-r-very-important-tee-r-v-neck-with-full-front-print-and-back;blanco;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-v-neck-with-full-front-print-and-back-blanco.jpg;False;1
district-r-very-important-tee-r-v-neck-with-full-front-print-and-back;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-v-neck-with-full-front-print-and-back-carbon.jpg;False;1
district-r-very-important-tee-r-v-neck-with-full-front-print-and-back;gris;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-v-neck-with-full-front-print-and-back-gris.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-rojo.jpg;True;0
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-azul-marino.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;negro;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-negro.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-azul-real.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-carbon.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;blanco;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-blanco.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print;gris;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-left-chest-print-gris.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-negro.jpg;True;0
next-level-apparel-ladies-festival-cali-crop-t-shirt;azul-real;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-azul-real.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;rosa;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-rosa.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;dorado;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-dorado.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;smoked-paprika;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-smoked-paprika.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;shiraz;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-shiraz.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;ceniza;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-ceniza.jpg;False;1
next-level-apparel-ladies-festival-cali-crop-t-shirt;carbon;/media/product_images/ropa_y_bolsos/polos/next-level-apparel-ladies-festival-cali-crop-t-shirt-carbon.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;negro;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-negro.jpg;True;0
district-r-women-s-racerback-tank-top-heat-transfer;turquoise-frost;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-turquoise-frost.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;blanco;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-blanco.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-rojo.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;morado;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-morado.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;fuchsia-frost;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-fuchsia-frost.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-azul-marino.jpg;False;1
district-r-women-s-racerback-tank-top-heat-transfer;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-racerback-tank-top-heat-transfer-azul-real.jpg;False;1
